work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2025,SE,PT,Cloud Architect,271270.01,AUD,178467.11,Australia,50,Australia,M
2025,SE,PT,DevOps Engineer,101404.38,EUR,109036.97,Germany,0,Germany,XL
2025,EN,PT,Full Stack Developer,15799655.59,JPY,100442.82,Japan,50,Japan,L
2025,EX,CT,Systems Administrator,116829.91,AUD,76861.78,Australia,0,Australia,XL
2025,EN,FT,Cloud Architect,145880.1,USD,145880.1,USA,100,USA,XL
2025,MI,FT,Software Engineer,556541.86,BRL,102683.0,Brazil,100,Brazil,L
2025,MI,FL,Systems Administrator,13261299.19,JPY,84305.78,Japan,100,Japan,M
2025,EN,PT,Full Stack Developer,117681.7,USD,117681.7,USA,100,USA,M
2025,EX,FT,IT Project Manager,157825.63,AUD,103832.65,Australia,50,Australia,S
2025,EN,CT,Software Engineer,133297.04,USD,133297.04,USA,50,USA,XL
2025,EX,CT,Cloud Architect,150352.95,USD,150352.95,USA,0,USA,M
2025,SE,FT,QA Engineer,1280216.16,ZAR,71123.12,South Africa,100,South Africa,L
2025,MI,FL,Backend Developer,97325.5,GBP,123196.84,UK,100,UK,L
2025,EN,FT,Software Engineer,483240.7,BRL,89158.8,Brazil,0,Brazil,S
2025,MI,FL,Data Engineer,143448.89,USD,143448.89,USA,0,USA,XL
2025,SE,FT,Software Engineer,1961749.98,ZAR,108986.11,South Africa,50,South Africa,L
2025,MI,FL,Cybersecurity Analyst,122162.29,EUR,131357.3,Germany,0,Germany,M
2025,SE,PT,AI Researcher,764277.94,BRL,141010.69,Brazil,50,Brazil,L
2025,MI,CT,Systems Administrator,91445.44,EUR,98328.43,Germany,100,Germany,L
2025,SE,PT,AI Researcher,10157410.94,INR,121645.64,India,100,India,M
2025,EX,PT,Data Engineer,1958334.3,ZAR,108796.35,South Africa,100,South Africa,L
2025,MI,FL,DevOps Engineer,75871.99,GBP,96040.49,UK,100,UK,M
2025,SE,CT,Business Intelligence Analyst,132118.24,CAD,97865.36,Canada,100,Canada,L
2025,MI,CT,IT Project Manager,199211.78,AUD,131060.38,Australia,50,Australia,XL
2025,SE,PT,Product Manager,13084171.95,INR,156696.67,India,100,India,M
2025,SE,FL,Systems Administrator,124480.81,CAD,92208.01,Canada,100,Canada,XL
2025,EN,PT,Cybersecurity Analyst,104366.39,GBP,132109.35,UK,0,UK,XL
2025,EN,CT,ML Engineer,17796929.87,JPY,113140.05,Japan,100,Japan,S
2025,EN,FL,Cloud Architect,113854.75,EUR,122424.46,Germany,50,Germany,M
2025,SE,FL,Software Engineer,8543649.86,INR,102319.16,India,50,India,S
2025,EX,CT,IT Project Manager,11492080.79,INR,137629.71,India,100,India,L
2025,EN,FL,Data Engineer,676329.66,BRL,124784.07,Brazil,100,Brazil,M
2025,EX,FL,IT Project Manager,152564.82,AUD,100371.59,Australia,100,Australia,S
2025,SE,PT,Data Engineer,684243.56,BRL,126244.2,Brazil,100,Brazil,L
2025,SE,FL,DevOps Engineer,184169.66,CAD,136421.97,Canada,50,Canada,XL
2025,MI,FL,Backend Developer,20714763.07,JPY,131689.53,Japan,0,Japan,L
2025,MI,FL,QA Engineer,74215.52,USD,74215.52,USA,0,USA,L
2025,EX,PT,DevOps Engineer,750977.86,BRL,138556.8,Brazil,50,Brazil,L
2025,EN,FL,Software Engineer,85730.98,GBP,108520.23,UK,100,UK,M
2025,EN,PT,Systems Administrator,6664739.54,INR,79817.24,India,100,India,XL
2025,SE,FL,Frontend Developer,109761.91,SGD,81305.12,Singapore,50,Singapore,L
2025,EX,FL,Systems Administrator,115732.94,AUD,76140.09,Australia,50,Australia,L
2025,SE,FT,Systems Administrator,93230.15,USD,93230.15,USA,100,USA,S
2025,SE,CT,Full Stack Developer,1673370.9,ZAR,92965.05,South Africa,0,South Africa,XL
2025,SE,CT,IT Project Manager,782190.01,BRL,144315.5,Brazil,50,Brazil,L
2025,EX,CT,Product Manager,196261.93,AUD,129119.69,Australia,50,Australia,L
2025,SE,FT,Frontend Developer,131249.63,CAD,97221.95,Canada,100,Canada,XL
2025,EN,PT,Backend Developer,10656763.48,INR,127625.91,India,100,India,XL
2025,MI,CT,Backend Developer,8606128.73,INR,103067.41,India,0,India,L
2025,EX,FT,Cybersecurity Analyst,9169575.04,INR,109815.27,India,50,India,L
2025,MI,PT,Business Intelligence Analyst,2181166.2,ZAR,121175.9,South Africa,100,South Africa,XL
2025,EN,PT,Cybersecurity Analyst,96927.66,EUR,104223.29,Germany,50,Germany,XL
2025,EX,FL,QA Engineer,12812569.48,JPY,81453.08,Japan,0,Japan,S
2025,SE,FL,Data Scientist,177468.98,SGD,131458.5,Singapore,0,Singapore,M
2025,SE,CT,Product Manager,135218.4,USD,135218.4,USA,0,USA,L
2025,MI,CT,DevOps Engineer,136361.83,CAD,101008.76,Canada,0,Canada,XL
2025,EN,PT,Data Scientist,171301.29,AUD,112698.22,Australia,50,Australia,M
2025,SE,CT,Full Stack Developer,9097590.53,INR,108953.18,India,0,India,S
2025,MI,FL,ML Engineer,123555.37,GBP,156399.2,UK,0,UK,S
2025,EN,PT,Frontend Developer,125243.55,CAD,92773.0,Canada,50,Canada,L
2025,EX,PT,Product Manager,111632.87,USD,111632.87,USA,50,USA,S
2025,EN,FL,Full Stack Developer,10526106.03,INR,126061.15,India,100,India,XL
2025,EN,FT,Cloud Architect,234634.2,CAD,173803.11,Canada,50,Canada,S
2025,EN,FL,Software Engineer,16760296.12,JPY,106549.88,Japan,0,Japan,M
2025,MI,PT,Software Engineer,167634.35,CAD,124173.59,Canada,50,Canada,L
2025,EX,FT,ML Engineer,209397.54,CAD,155109.29,Canada,50,Canada,L
2025,MI,PT,Data Engineer,576043.51,BRL,106281.09,Brazil,0,Brazil,XL
2025,EN,FT,Business Intelligence Analyst,17702277.74,JPY,112538.32,Japan,50,Japan,S
2025,MI,PT,Cybersecurity Analyst,108713.42,USD,108713.42,USA,50,USA,M
2025,EX,FL,Frontend Developer,153611.98,CAD,113786.65,Canada,100,Canada,L
2025,EN,PT,Software Engineer,126694.5,SGD,93847.78,Singapore,100,Singapore,S
2025,SE,FT,ML Engineer,12053205.79,INR,144349.77,India,0,India,S
2025,EN,CT,Product Manager,683749.8,BRL,126153.1,Brazil,100,Brazil,M
2025,SE,FL,Backend Developer,74203.63,GBP,93928.64,UK,50,UK,S
2025,EX,PT,Full Stack Developer,71137.51,GBP,90047.48,UK,0,UK,M
2025,MI,FL,ML Engineer,164282.24,CAD,121690.55,Canada,0,Canada,L
2025,EX,FT,QA Engineer,76950.32,USD,76950.32,USA,0,USA,S
2025,EN,PT,Data Engineer,171809.44,SGD,127266.25,Singapore,100,Singapore,L
2025,EX,CT,Cloud Architect,11332835.43,INR,135722.58,India,100,India,XL
2025,EX,FL,QA Engineer,95346.4,EUR,102523.01,Germany,50,Germany,S
2025,MI,PT,Data Scientist,20116894.08,JPY,127888.71,Japan,50,Japan,M
2025,MI,PT,Software Engineer,140141.87,SGD,103808.79,Singapore,100,Singapore,XL
2025,EN,FT,Systems Administrator,6281459.51,INR,75227.06,India,100,India,M
2025,MI,PT,Backend Developer,107723.16,USD,107723.16,USA,0,USA,S
2025,MI,CT,Cybersecurity Analyst,164328.66,CAD,121724.93,Canada,50,Canada,M
2025,EX,FL,Backend Developer,175941.72,AUD,115751.13,Australia,100,Australia,M
2025,SE,FT,Systems Administrator,494706.76,BRL,91274.31,Brazil,100,Brazil,XL
2025,EX,CT,Cloud Architect,9612673.64,INR,115121.84,India,0,India,XL
2025,MI,FL,QA Engineer,17129861.46,JPY,108899.31,Japan,50,Japan,XL
2025,SE,FT,Data Scientist,106244.74,USD,106244.74,USA,50,USA,S
2025,EX,PT,AI Researcher,2118237.84,ZAR,117679.88,South Africa,50,South Africa,L
2025,SE,PT,ML Engineer,126540.04,EUR,136064.56,Germany,50,Germany,S
2025,MI,CT,Frontend Developer,618317.61,BRL,114080.74,Brazil,50,Brazil,M
2025,MI,PT,ML Engineer,1881524.52,ZAR,104529.14,South Africa,100,South Africa,L
2025,EN,CT,Backend Developer,14100449.08,JPY,89640.49,Japan,100,Japan,S
2025,MI,CT,Cloud Architect,10048039.3,INR,120335.8,India,0,India,L
2025,SE,FL,Data Engineer,215331.99,AUD,141665.78,Australia,50,Australia,M
2025,SE,FL,ML Engineer,157185.69,AUD,103411.64,Australia,100,Australia,XL
2025,EX,CT,Software Engineer,20229627.85,JPY,128605.39,Japan,100,Japan,S
2025,EN,PT,Business Intelligence Analyst,113348.91,USD,113348.91,USA,100,USA,L
2025,MI,PT,Product Manager,198451.85,AUD,130560.43,Australia,100,Australia,S
2025,EX,FL,Cloud Architect,182036.07,CAD,134841.53,Canada,0,Canada,XL
2025,SE,FL,DevOps Engineer,85884.54,GBP,108714.61,UK,0,UK,S
2025,EN,CT,Data Scientist,195175.32,CAD,144574.31,Canada,50,Canada,XL
2025,MI,CT,AI Researcher,228770.35,CAD,169459.52,Canada,0,Canada,XL
2025,EX,FL,Frontend Developer,93368.61,GBP,118188.11,UK,100,UK,XL
2025,EX,FL,Business Intelligence Analyst,93373.66,EUR,100401.79,Germany,100,Germany,XL
2025,EX,FL,Data Scientist,139182.08,AUD,91567.16,Australia,100,Australia,M
2025,EX,PT,Software Engineer,15619551.81,JPY,99297.85,Japan,100,Japan,S
2025,SE,CT,Frontend Developer,186231.97,AUD,122521.03,Australia,100,Australia,M
2025,SE,PT,Data Engineer,220128.95,AUD,144821.68,Australia,100,Australia,S
2025,MI,FT,Frontend Developer,161686.64,AUD,106372.79,Australia,0,Australia,XL
2025,EN,CT,IT Project Manager,111986.02,EUR,120415.07,Germany,50,Germany,S
2025,SE,FL,Software Engineer,81719.76,GBP,103442.74,UK,50,UK,XL
2025,EX,PT,IT Project Manager,155327.31,SGD,115057.27,Singapore,50,Singapore,L
2025,EN,CT,Full Stack Developer,632785.38,BRL,116750.07,Brazil,0,Brazil,L
2025,EX,PT,Full Stack Developer,132971.38,SGD,98497.32,Singapore,0,Singapore,XL
2025,EN,FL,Cloud Architect,643840.66,BRL,118789.79,Brazil,100,Brazil,L
2025,EN,FL,Software Engineer,14786402.92,JPY,94001.29,Japan,0,Japan,S
2025,SE,FT,Frontend Developer,1826744.4,ZAR,101485.8,South Africa,100,South Africa,XL
2025,EN,FL,Software Engineer,78717.87,GBP,99642.87,UK,50,UK,XL
2025,EX,PT,Software Engineer,1624208.94,ZAR,90233.83,South Africa,0,South Africa,XL
2025,MI,FL,AI Researcher,122415.45,GBP,154956.26,UK,100,UK,L
2025,EX,PT,QA Engineer,89888.59,USD,89888.59,USA,50,USA,L
2025,SE,PT,Cloud Architect,10898783.22,INR,130524.35,India,50,India,XL
2025,MI,FL,Product Manager,24491784.6,JPY,155701.11,Japan,50,Japan,S
2025,EX,FT,QA Engineer,447841.0,BRL,82627.49,Brazil,100,Brazil,S
2025,MI,CT,Cybersecurity Analyst,9564611.04,INR,114546.24,India,100,India,M
2025,SE,CT,Data Engineer,132166.01,USD,132166.01,USA,0,USA,XL
2025,EN,FL,Frontend Developer,121011.48,SGD,89638.13,Singapore,50,Singapore,XL
2025,MI,CT,Full Stack Developer,122084.64,SGD,90433.07,Singapore,0,Singapore,S
2025,EN,FL,Cloud Architect,184568.25,CAD,136717.22,Canada,100,Canada,L
2025,SE,PT,AI Researcher,10015628.78,INR,119947.65,India,50,India,S
2025,SE,FL,IT Project Manager,206952.41,AUD,136152.9,Australia,0,Australia,L
2025,EX,FL,AI Researcher,116919.08,GBP,147998.84,UK,100,UK,L
2025,EN,FT,ML Engineer,241087.56,AUD,158610.24,Australia,50,Australia,M
2025,EN,FT,Frontend Developer,184849.25,AUD,121611.35,Australia,0,Australia,M
2025,EN,FL,Cybersecurity Analyst,148401.61,SGD,109927.12,Singapore,100,Singapore,XL
2025,MI,FL,IT Project Manager,150391.32,SGD,111400.98,Singapore,50,Singapore,XL
2025,MI,FL,DevOps Engineer,113173.61,EUR,121692.05,Germany,50,Germany,XL
2025,EN,FL,Data Engineer,112135.15,GBP,141943.23,UK,50,UK,S
2025,EX,FL,Product Manager,667163.36,BRL,123092.87,Brazil,100,Brazil,L
2025,SE,PT,Data Scientist,7557119.9,INR,90504.43,India,50,India,XL
2025,EX,FL,Software Engineer,731633.39,BRL,134987.71,Brazil,100,Brazil,M
2025,EX,FT,Data Scientist,17899023.86,JPY,113789.09,Japan,50,Japan,XL
2025,SE,CT,Systems Administrator,93971.11,EUR,101044.2,Germany,100,Germany,S
2025,SE,FT,Full Stack Developer,7668860.44,INR,91842.64,India,100,India,M
2025,EN,CT,Software Engineer,16352552.5,JPY,103957.74,Japan,100,Japan,XL
2025,MI,FL,Cloud Architect,126274.63,EUR,135779.17,Germany,50,Germany,M
2025,EX,CT,Backend Developer,174603.25,AUD,114870.56,Australia,50,Australia,S
2025,SE,FL,AI Researcher,168908.98,CAD,125117.76,Canada,0,Canada,L
2025,EX,CT,ML Engineer,188908.65,SGD,139932.33,Singapore,0,Singapore,M
2025,EX,PT,AI Researcher,2743811.46,ZAR,152433.97,South Africa,100,South Africa,XL
2025,EN,FL,Product Manager,9703512.46,INR,116209.73,India,0,India,L
2025,EN,CT,Frontend Developer,92118.37,USD,92118.37,USA,0,USA,M
2025,EN,FT,Backend Developer,10039139.87,INR,120229.22,India,0,India,M
2025,MI,CT,Product Manager,120165.81,USD,120165.81,USA,50,USA,XL
2025,EX,PT,QA Engineer,77685.97,EUR,83533.3,Germany,50,Germany,M
2025,EX,FT,Frontend Developer,168397.26,AUD,110787.67,Australia,50,Australia,XL
2025,SE,FT,Data Engineer,98379.1,GBP,124530.5,UK,0,UK,S
2025,SE,FT,IT Project Manager,11803645.17,INR,141361.02,India,50,India,L
2025,EX,CT,Frontend Developer,111368.82,SGD,82495.42,Singapore,100,Singapore,S
2025,SE,FL,Cybersecurity Analyst,85678.28,EUR,92127.18,Germany,0,Germany,XL
2025,EN,PT,Product Manager,144849.4,SGD,107295.85,Singapore,50,Singapore,XL
2025,SE,PT,Data Scientist,21058490.31,JPY,133874.7,Japan,100,Japan,M
2025,SE,PT,Frontend Developer,94482.71,GBP,119598.37,UK,50,UK,M
2025,EX,CT,DevOps Engineer,187477.35,SGD,138872.11,Singapore,100,Singapore,M
2025,EX,FL,Business Intelligence Analyst,120190.99,CAD,89030.36,Canada,100,Canada,M
2025,EX,FT,Cybersecurity Analyst,14373079.86,JPY,91373.68,Japan,100,Japan,XL
2025,EX,PT,Cloud Architect,224974.12,AUD,148009.29,Australia,50,Australia,M
2025,EX,PT,Cybersecurity Analyst,9842629.3,INR,117875.8,India,0,India,M
2025,EX,CT,Business Intelligence Analyst,91183.78,GBP,115422.51,UK,100,UK,S
2025,EN,PT,QA Engineer,11024617.46,JPY,70086.57,Japan,50,Japan,M
2025,MI,CT,Data Engineer,21415795.69,JPY,136146.19,Japan,0,Japan,M
2025,EX,CT,Frontend Developer,17080428.37,JPY,108585.05,Japan,50,Japan,XL
2025,MI,FT,QA Engineer,86500.76,GBP,109494.63,UK,50,UK,M
2025,EX,FT,Cybersecurity Analyst,18766239.21,JPY,119302.22,Japan,100,Japan,S
2025,EX,PT,ML Engineer,109346.92,USD,109346.92,USA,0,USA,XL
2025,EN,FL,Product Manager,148600.8,EUR,159785.81,Germany,50,Germany,M
2025,EX,FT,AI Researcher,155699.35,CAD,115332.85,Canada,50,Canada,M
2025,EX,CT,Business Intelligence Analyst,659982.94,BRL,121768.07,Brazil,100,Brazil,M
2025,EX,FL,Data Scientist,79221.23,GBP,100280.04,UK,0,UK,M
2025,SE,FT,Data Scientist,84647.28,GBP,107148.45,UK,100,UK,M
2025,SE,PT,Data Scientist,7968394.14,INR,95429.87,India,100,India,M
2025,MI,PT,Product Manager,645266.45,BRL,119052.85,Brazil,100,Brazil,L
2025,EN,FL,DevOps Engineer,183801.43,CAD,136149.21,Canada,50,Canada,M
2025,EX,PT,Business Intelligence Analyst,18454223.64,JPY,117318.65,Japan,100,Japan,M
2025,SE,FT,Systems Administrator,71471.42,EUR,76850.99,Germany,0,Germany,M
2025,MI,CT,Cybersecurity Analyst,558148.67,BRL,102979.46,Brazil,0,Brazil,L
2025,EX,PT,ML Engineer,2523135.24,ZAR,140174.18,South Africa,0,South Africa,XL
2025,EN,CT,Business Intelligence Analyst,530370.74,BRL,97854.38,Brazil,100,Brazil,M
2025,EX,FL,Data Engineer,2014818.48,ZAR,111934.36,South Africa,0,South Africa,S
2025,SE,FT,Backend Developer,9247255.1,INR,110745.57,India,0,India,M
2025,EN,CT,Backend Developer,174531.47,SGD,129282.57,Singapore,50,Singapore,M
2025,EN,PT,Data Engineer,114382.1,EUR,122991.51,Germany,0,Germany,XL
2025,SE,FT,Software Engineer,83147.57,EUR,89405.99,Germany,50,Germany,L
2025,EX,FL,Data Scientist,1693677.96,ZAR,94093.22,South Africa,100,South Africa,XL
2025,EX,FL,Cloud Architect,21646674.34,JPY,137613.95,Japan,0,Japan,L
2025,MI,FT,Business Intelligence Analyst,7637669.85,INR,91469.1,India,0,India,XL
2025,EN,FL,DevOps Engineer,184272.62,SGD,136498.24,Singapore,0,Singapore,L
2025,SE,PT,Business Intelligence Analyst,96566.84,GBP,122236.51,UK,100,UK,XL
2025,EN,CT,Software Engineer,2365054.02,ZAR,131391.89,South Africa,0,South Africa,XL
2025,SE,FL,Cloud Architect,202739.58,SGD,150177.47,Singapore,100,Singapore,M
2025,MI,PT,Cybersecurity Analyst,106562.87,GBP,134889.71,UK,0,UK,S
2025,SE,FT,Data Scientist,138205.03,AUD,90924.36,Australia,50,Australia,S
2025,EX,PT,Business Intelligence Analyst,7789917.9,INR,93292.43,India,0,India,S
2025,MI,FL,Full Stack Developer,13505811.03,JPY,85860.21,Japan,50,Japan,S
2025,MI,FT,Business Intelligence Analyst,494901.77,BRL,91310.29,Brazil,50,Brazil,L
2025,MI,FL,Cloud Architect,2179832.94,ZAR,121101.83,South Africa,50,South Africa,L
2025,EX,FT,ML Engineer,746397.36,BRL,137711.69,Brazil,50,Brazil,M
2025,MI,PT,Frontend Developer,6791982.68,INR,81341.11,India,100,India,L
2025,EN,FL,Business Intelligence Analyst,75812.04,GBP,95964.61,UK,50,UK,S
2025,EX,FT,AI Researcher,111561.39,EUR,119958.48,Germany,100,Germany,XL
2025,EN,CT,IT Project Manager,122127.59,USD,122127.59,USA,50,USA,L
2025,MI,FL,Backend Developer,164524.06,AUD,108239.51,Australia,100,Australia,L
2025,EN,FT,Full Stack Developer,97204.21,GBP,123043.3,UK,50,UK,XL
2025,EN,FL,Data Engineer,125459.17,USD,125459.17,USA,100,USA,XL
2025,MI,CT,Cloud Architect,197054.52,AUD,129641.13,Australia,0,Australia,L
2025,EX,FT,DevOps Engineer,15387866.21,JPY,97824.96,Japan,0,Japan,L
2025,EX,FL,Data Engineer,153755.87,SGD,113893.24,Singapore,100,Singapore,XL
2025,EN,FT,Data Scientist,111515.27,USD,111515.27,USA,50,USA,L
2025,SE,PT,Full Stack Developer,123846.29,USD,123846.29,USA,50,USA,XL
2025,SE,FT,ML Engineer,146233.77,SGD,108321.31,Singapore,0,Singapore,M
2025,SE,FL,QA Engineer,151014.66,AUD,99351.75,Australia,0,Australia,L
2025,EN,FL,Cybersecurity Analyst,149304.98,AUD,98226.96,Australia,0,Australia,XL
2025,MI,CT,Software Engineer,131003.11,CAD,97039.34,Canada,50,Canada,XL
2025,MI,FL,ML Engineer,179945.06,SGD,133292.64,Singapore,0,Singapore,L
2025,EX,FT,IT Project Manager,110928.17,GBP,140415.41,UK,0,UK,L
2025,SE,FL,QA Engineer,138277.94,SGD,102428.1,Singapore,0,Singapore,XL
2025,EX,FL,Product Manager,11992604.0,INR,143624.0,India,0,India,M
2025,SE,CT,Data Scientist,1671606.36,ZAR,92867.02,South Africa,100,South Africa,M
2025,MI,PT,Product Manager,130468.85,EUR,140289.09,Germany,50,Germany,L
2025,MI,FL,Systems Administrator,70409.01,EUR,75708.61,Germany,50,Germany,M
2025,MI,CT,Software Engineer,118017.28,USD,118017.28,USA,50,USA,S
2025,EX,CT,QA Engineer,86532.51,USD,86532.51,USA,100,USA,M
2025,EN,FL,QA Engineer,99733.45,CAD,73876.63,Canada,100,Canada,L
2025,MI,FL,DevOps Engineer,9496993.57,INR,113736.45,India,0,India,L
2025,EX,FT,IT Project Manager,163860.95,CAD,121378.48,Canada,50,Canada,M
2025,EX,FT,Full Stack Developer,495789.84,BRL,91474.14,Brazil,0,Brazil,S
2025,EX,FL,Cybersecurity Analyst,129822.17,SGD,96164.57,Singapore,100,Singapore,L
2025,EX,CT,AI Researcher,184868.45,AUD,121623.98,Australia,50,Australia,XL
2025,EN,PT,Product Manager,123380.71,USD,123380.71,USA,0,USA,XL
2025,EN,PT,Software Engineer,95401.16,EUR,102581.89,Germany,100,Germany,M
2025,EX,PT,IT Project Manager,154155.1,SGD,114188.96,Singapore,0,Singapore,S
2025,EX,PT,QA Engineer,58132.05,GBP,73584.87,UK,100,UK,XL
2025,EN,CT,Systems Administrator,118942.68,CAD,88105.69,Canada,100,Canada,L
2025,EX,FT,IT Project Manager,18814775.69,JPY,119610.78,Japan,0,Japan,M
2025,MI,PT,Product Manager,10779894.26,INR,129100.53,India,50,India,L
2025,EX,FL,Systems Administrator,14932113.05,JPY,94927.61,Japan,50,Japan,L
2025,EN,CT,Cloud Architect,116812.62,EUR,125604.97,Germany,50,Germany,L
2025,EN,PT,Backend Developer,83971.49,GBP,106293.03,UK,0,UK,L
2025,MI,CT,Full Stack Developer,139864.51,CAD,103603.34,Canada,50,Canada,M
2025,EX,FT,DevOps Engineer,107695.48,GBP,136323.39,UK,0,UK,M
2025,MI,PT,Software Engineer,9961057.35,INR,119294.1,India,100,India,M
2025,EN,FL,Cloud Architect,157795.63,EUR,169672.72,Germany,100,Germany,XL
2025,SE,FL,Systems Administrator,124338.66,SGD,92102.71,Singapore,0,Singapore,L
2025,SE,FT,IT Project Manager,105381.57,USD,105381.57,USA,50,USA,L
2025,EX,CT,Data Engineer,17457663.65,JPY,110983.24,Japan,50,Japan,M
2025,EX,PT,ML Engineer,188200.68,SGD,139407.91,Singapore,100,Singapore,M
2025,MI,CT,Cloud Architect,26260368.28,JPY,166944.49,Japan,50,Japan,M
2025,MI,PT,Backend Developer,122553.31,USD,122553.31,USA,50,USA,L
2025,MI,FL,Full Stack Developer,124718.34,USD,124718.34,USA,0,USA,M
2025,SE,FL,Cybersecurity Analyst,104229.41,USD,104229.41,USA,0,USA,XL
2025,MI,PT,Cloud Architect,162214.89,CAD,120159.18,Canada,0,Canada,L
2025,EX,FT,Data Engineer,22321452.01,JPY,141903.7,Japan,100,Japan,XL
2025,EX,FL,Data Scientist,571874.44,BRL,105511.89,Brazil,0,Brazil,M
2025,SE,FT,Data Scientist,176100.31,AUD,115855.47,Australia,100,Australia,S
2025,EX,FL,Business Intelligence Analyst,17421473.64,JPY,110753.17,Japan,50,Japan,XL
2025,SE,PT,Software Engineer,121704.75,SGD,90151.67,Singapore,100,Singapore,L
2025,EN,PT,Business Intelligence Analyst,114447.48,EUR,123061.81,Germany,0,Germany,L
2025,EN,CT,Full Stack Developer,97709.36,EUR,105063.83,Germany,0,Germany,M
2025,SE,FL,IT Project Manager,11421487.38,INR,136784.28,India,0,India,L
2025,EN,PT,Frontend Developer,95551.91,GBP,120951.78,UK,100,UK,L
2025,EX,FL,IT Project Manager,141969.72,USD,141969.72,USA,0,USA,S
2025,SE,FT,Business Intelligence Analyst,16789393.48,JPY,106734.86,Japan,100,Japan,XL
2025,EN,FL,Backend Developer,693793.6,BRL,128006.2,Brazil,0,Brazil,L
2025,EX,FT,Systems Administrator,118755.96,SGD,87967.38,Singapore,100,Singapore,M
2025,EX,PT,QA Engineer,119739.03,AUD,78775.68,Australia,100,Australia,L
2025,MI,PT,Backend Developer,2321154.0,ZAR,128953.0,South Africa,0,South Africa,S
2025,EN,FL,IT Project Manager,180594.75,SGD,133773.89,Singapore,100,Singapore,L
2025,MI,FL,Data Scientist,108890.25,USD,108890.25,USA,50,USA,L
2025,EX,FL,Frontend Developer,7606119.38,INR,91091.25,India,50,India,XL
2025,MI,PT,Systems Administrator,16307147.86,JPY,103669.09,Japan,50,Japan,XL
2025,EN,CT,Full Stack Developer,19944985.63,JPY,126795.84,Japan,50,Japan,XL
2025,MI,FL,Cloud Architect,107839.66,EUR,115956.62,Germany,100,Germany,S
2025,EN,FL,AI Researcher,842028.49,BRL,155355.81,Brazil,100,Brazil,XL
2025,SE,CT,Business Intelligence Analyst,15105385.29,JPY,96029.15,Japan,0,Japan,S
2025,EN,PT,Cloud Architect,10152750.8,INR,121589.83,India,0,India,XL
2025,EN,PT,Systems Administrator,113652.72,CAD,84187.2,Canada,50,Canada,M
2025,EN,FL,Frontend Developer,116384.31,CAD,86210.6,Canada,0,Canada,S
2025,EN,FL,Business Intelligence Analyst,119036.57,USD,119036.57,USA,100,USA,S
2025,EN,CT,DevOps Engineer,8223213.6,INR,98481.6,India,100,India,L
2025,EN,PT,Cybersecurity Analyst,168476.56,AUD,110839.84,Australia,100,Australia,M
2025,EN,FT,Software Engineer,95231.13,GBP,120545.74,UK,50,UK,M
2025,EX,FL,Backend Developer,130295.17,USD,130295.17,USA,0,USA,L
2025,SE,FL,Business Intelligence Analyst,17741671.95,JPY,112788.76,Japan,100,Japan,M
2025,MI,PT,ML Engineer,209401.83,AUD,137764.36,Australia,50,Australia,L
2025,EN,PT,Business Intelligence Analyst,138779.15,AUD,91302.07,Australia,0,Australia,XL
2025,EX,CT,Cybersecurity Analyst,172212.58,AUD,113297.75,Australia,100,Australia,L
2025,EN,FL,Software Engineer,13629831.07,JPY,86648.64,Japan,50,Japan,L
2025,EX,FL,Systems Administrator,137149.11,SGD,101591.93,Singapore,0,Singapore,M
2025,MI,FL,Business Intelligence Analyst,516339.66,BRL,95265.62,Brazil,50,Brazil,S
2025,EX,FL,Frontend Developer,152336.32,CAD,112841.72,Canada,0,Canada,S
2025,EN,FT,Software Engineer,1792993.5,ZAR,99610.75,South Africa,0,South Africa,M
2025,MI,FT,AI Researcher,785519.79,BRL,144929.85,Brazil,100,Brazil,XL
2025,EX,PT,ML Engineer,165204.85,CAD,122373.96,Canada,0,Canada,XL
2025,SE,CT,Full Stack Developer,102375.34,GBP,129589.04,UK,50,UK,M
2025,EX,FL,Cloud Architect,2841123.96,ZAR,157840.22,South Africa,100,South Africa,XL
2025,EN,FL,Backend Developer,690877.43,BRL,127468.16,Brazil,100,Brazil,S
2025,EX,PT,QA Engineer,7766312.46,INR,93009.73,India,100,India,S
2025,EX,FT,Full Stack Developer,95640.07,EUR,102838.79,Germany,100,Germany,XL
2025,EX,PT,Product Manager,94715.51,GBP,119893.05,UK,0,UK,S
2025,EN,CT,Data Scientist,2388455.1,ZAR,132691.95,South Africa,50,South Africa,L
2025,EX,PT,Systems Administrator,75611.65,GBP,95710.95,UK,0,UK,M
2025,EN,PT,Data Engineer,9022966.58,INR,108059.48,India,50,India,M
2025,MI,PT,Data Engineer,106143.59,USD,106143.59,USA,0,USA,L
2025,EX,PT,Backend Developer,14046536.08,JPY,89297.75,Japan,50,Japan,L
2025,EX,FT,Cybersecurity Analyst,735837.47,BRL,135763.37,Brazil,50,Brazil,L
2025,MI,FT,IT Project Manager,575862.59,BRL,106247.71,Brazil,100,Brazil,XL
2025,EX,FL,AI Researcher,147092.73,EUR,158164.23,Germany,0,Germany,XL
2025,SE,PT,Data Scientist,174675.83,CAD,129389.5,Canada,50,Canada,L
2025,MI,PT,Frontend Developer,588035.26,BRL,108493.59,Brazil,100,Brazil,M
2025,SE,FL,Frontend Developer,126204.71,CAD,93484.97,Canada,50,Canada,M
